application_date,age,annual_income,credit_score,employment_status,education_level,experience,loan_amount,loan_duration,marital_status,number_of_dependents,home_ownership_status,monthly_debt_payments,credit_card_utilisation_rate,number_of_open_credit_lines,number_of_credit_inquiries,bankruptcy_history,loan_purpose,previous_loan_defaults,payment_history,length_of_credit_history,savings_account_balance,checking_account_balance,total_assets,total_liabilities,monthly_income,utility_bills_payment_history,job_tenure,net_worth,base_interest_rate,interest_rate,monthly_loan_payment,debt_to_income_ratio,total_debt_to_income_ratio,loan_approved,risk_score,employment_stability,low_employment_risk,employment_tenure_squared,recent_job_change,high_debt_burden,debt_to_assets_ratio,net_worth_risk,financial_cushion,savings_to_loan_ratio,good_payment_history,new_credit_user,credit_seeking_behavior,high_card_utilisation,number_open_accounts_risk,excellent_credit,very_good_credit,good_credit,fair_credit,poor_credit,home_owner,mortgaged_home,renting,above_median_income,monthly_surplus,insufficient_income_buffer,has_dependents,high_dependent_burden,single_with_dependents,education_score,advanced_degree,long_term_loan,large_loan_amount,loan_to_income_ratio,risky_loan_purpose,financial_stress_score,multiple_risk_factors,bankruptcy_flag,previous_defaults,default_history,utility_payment_risk,risky_behavior_cluster,young_borrower,retirement_age,married
2020-10-03,41,45066,513,0,3,19,29726,84,1,3,0,97,0.3173980618457042,3,1,0,2,0,99,27,5154,158,119272,8201,3755.5,0.8020563575012409,5,111071,0.2290749527506817,0.2351170130193368,724.3616127406714,0.0258219086916012,0.2186507687317107,1,2.116644535527961,1,1,25,0,0,0.06875822692478599,0,5312,0.17869277088169006,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3658.5,0,1,1,0,1,0,1,0,0.6595957130494597,0,0,0,0,0,0,0,0,0,0,1
2020-10-04,31,36868,550,0,1,9,14840,36,1,3,0,499,0.6270388089996816,2,1,0,0,0,99,18,387,658,38750,28216,3072.333333333333,0.9724333022104882,4,10534,0.1944012872249739,0.1766277822774504,533.9944514283524,0.1623644251626897,0.3361153312673598,1,2.543375612424744,1,0,16,0,0,0.7281360481019845,0,1045,0.07041304494306314,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2573.333333333333,0,1,1,0,3,0,0,0,0.4025061704955383,0,1,0,0,0,0,0,0,0,0,1
2020-10-04,54,96352,518,0,1,31,305041,360,1,3,3,450,0.4903604699783628,4,1,0,3,0,99,16,20181,5376,25557,5210,8029.333333333333,0.5035221591830522,4,20347,0.3191570511877568,0.25,6358.819517123055,0.0560375243867004,0.8478875327453891,1,2.8223800597606665,1,0,16,0,0,0.2038500665153768,0,25557,0.08378190544252923,1,1,0,0,0,0,0,0,0,1,0,0,1,1,7579.333333333333,0,1,1,0,3,0,1,1,3.1658692516060736,0,1,0,0,0,0,1,0,0,0,1
2020-10-07,21,58032,573,0,1,0,162108,360,0,0,3,1036,0.4982157012893539,1,1,0,3,0,97,22,1188,806,53550,4423,4836.0,0.8580365938478449,5,49127,0.2914990060568664,0.25,3379.2687352906146,0.2141823444283647,0.9128113986542514,1,2.513901650167393,1,1,25,0,0,0.08259416257399488,0,1994,0.012300365803255834,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3800.0,0,0,0,0,3,0,1,1,2.7933761825168437,0,1,0,0,0,0,0,0,1,0,0
2020-10-07,33,35300,599,1,0,11,33922,60,0,0,0,494,0.1062255049828044,4,1,0,2,0,100,5,4253,1012,55222,26622,2941.6666666666665,0.8092774973394599,8,28600,0.1781079621323477,0.1683314996324928,840.0087735240498,0.1678749433620299,0.4533332941291516,0,3.1062094361506256,1,1,64,0,0,0.4820817413034424,0,5265,0.15520443357014416,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2447.6666666666665,0,0,0,0,2,0,1,0,0.9609359508229228,0,1,0,0,0,0,0,0,0,0,0
2020-10-08,44,28526,591,0,3,21,7610,24,0,0,0,441,0.1795597976445502,1,1,0,1,0,96,17,1525,2280,36922,102146,2377.1666666666665,0.944179766715712,6,7531,0.1697343374620668,0.1598657317872568,372.5604512508362,0.1854369612446562,0.3420956414258194,1,1.9602580340699447,1,1,36,0,0,2.7664599301248542,0,3805,0.4999343056103009,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1936.1666666666665,0,0,0,0,1,0,0,0,0.2667648192940022,1,1,0,0,0,0,0,0,0,0,0
2020-10-09,58,18112,542,0,1,32,26388,12,0,5,0,116,0.6670910108507857,0,3,0,1,0,97,11,1239,1412,103260,8543,1509.3333333333333,0.8255478140830194,2,94717,0.1905451756339095,0.1890788329457408,2430.667832176846,0.076804237475171,1.6861627668352546,0,5.845879130793927,0,0,4,0,0,0.08273210602260292,0,2651,0.10045852438516048,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1393.3333333333333,0,1,1,0,3,0,0,0,1.4568541931209629,1,2,0,0,0,0,0,0,0,0,0
2020-10-10,39,44384,578,0,3,15,183602,180,2,0,2,140,0.6242638843303133,2,0,0,3,0,95,7,1284,1308,48647,10129,3698.6666666666665,0.8715361945800641,8,38518,0.2290301327742261,0.2232874343069857,3544.6732026855834,0.0378412469591855,0.9959473473337012,0,3.017923836658551,1,1,64,0,0,0.20820999835553364,0,2592,0.01411741638208526,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3558.6666666666665,0,0,0,0,1,0,1,1,4.136577672637152,0,1,0,0,0,0,0,0,0,0,0
2020-10-12,33,45751,601,0,4,9,30770,84,1,1,0,187,0.3090003297818527,1,4,0,2,0,98,18,3398,1041,278261,13689,3812.5833333333335,0.705900472756511,5,264572,0.1850835819917438,0.2087974334792073,699.6771097757348,0.0490352468151126,0.2325049781987373,1,1.5669079878082854,1,1,25,0,0,0.04919464389675917,0,4439,0.144259205095707,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3625.5833333333335,0,1,0,0,4,1,1,0,0.6725389054030425,0,2,0,0,0,0,0,0,0,0,1
2020-10-13,62,113006,626,1,1,40,19607,24,0,0,1,638,0.3289680239722537,3,3,0,1,0,91,2,6750,475,36072,11797,9417.166666666666,0.9052545643725174,9,24275,0.152470923231302,0.1578072601409383,957.9667294207148,0.0677414217204339,0.1694561994819283,0,1.0079025307349394,1,1,81,0,0,0.3270312976464392,0,7225,0.3684720522235822,1,1,1,0,0,0,0,0,0,1,0,0,0,1,8779.166666666666,0,0,0,0,3,0,0,0,0.1735025263921704,1,2,0,0,0,0,0,0,0,0,0
2020-10-13,22,47129,534,0,3,1,24320,48,0,0,2,101,0.3297253309172717,2,1,0,0,0,88,28,572,481,29642,15279,3927.4166666666665,0.7371371842615682,5,14363,0.2065247738634139,0.2234018609481112,770.7264049762575,0.0257101037313591,0.2219027356168747,1,2.5249127484419813,1,1,25,0,0,0.515433660560672,0,1053,0.04329591710867152,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3826.4166666666665,0,0,0,0,1,0,1,0,0.5160195204752811,0,0,0,0,0,0,0,0,1,0,0
2020-10-13,18,101439,542,0,2,0,19439,24,0,0,3,564,0.1424827326882059,3,3,0,4,0,95,3,2022,1470,44158,31501,8453.25,0.941054644545778,10,12657,0.1944687720195036,0.197658973332072,987.1418163286584,0.066712008752994,0.1834747986312988,0,1.2719910795330411,1,1,100,0,0,0.7133540161688444,0,3492,0.17962962962962964,1,1,1,0,0,0,0,0,0,1,0,0,1,1,7889.25,0,0,0,0,5,1,0,0,0.19163052050473187,1,2,0,0,0,0,0,0,1,0,0
2020-10-16,45,41116,561,0,1,21,8362,12,1,0,0,262,0.276471013621945,2,0,0,4,0,98,9,1249,336,134547,15758,3426.333333333333,0.721371695341731,4,118789,0.1807578931233453,0.1900140629494091,770.6189194032643,0.0764442715425014,0.3012893170793418,1,2.046511747761911,1,0,16,0,0,0.1171180545232928,0,1585,0.18952528996771492,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3164.333333333333,0,0,0,0,3,0,0,0,0.20337086849721525,1,1,0,0,0,0,0,0,0,0,1
2020-10-17,33,67488,472,0,3,8,107090,240,1,1,0,249,0.4523763014614857,0,2,0,3,0,100,1,1655,1661,100627,3793,5624.0,0.905299972111244,7,96834,0.3018953585548228,0.25,2246.979780625788,0.0442666666666666,0.4437297387779179,1,1.401063854560039,1,1,49,0,0,0.03769328616289701,0,3316,0.03096432006424443,1,1,0,0,0,0,0,0,0,1,0,1,0,1,5375.0,0,1,0,0,1,0,1,1,1.586777104417016,0,1,0,0,0,0,0,0,0,0,1
2020-10-17,27,34552,613,0,1,6,93656,360,2,4,2,145,0.1911639930725702,1,2,0,3,0,93,28,6311,4487,34918,14340,2879.333333333333,0.8778913787426911,4,20578,0.2713618486128687,0.25,1952.332967357427,0.0503413956717972,0.7281563363120335,1,2.543962413355275,1,0,16,0,0,0.4106646811191615,0,10798,0.11529303735972751,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2734.333333333333,0,1,1,1,3,0,1,0,2.7105027059879028,0,0,0,0,0,0,0,0,1,0,0
2020-10-21,48,84392,645,0,3,26,186088,180,1,2,0,533,0.199482131354578,4,0,0,3,0,92,28,4435,7392,21744,30067,7032.666666666667,0.959272169430344,4,6013,0.1955334950832192,0.1829913497987259,3036.936388530957,0.0757783991280034,0.5075498396091593,0,0.2537184232335514,1,0,16,0,0,1.3827086686594618,0,11827,0.06355561048745492,1,0,0,0,0,0,0,0,0,1,0,1,0,1,6499.666666666667,0,1,0,0,1,0,1,1,2.2050170037799344,0,0,0,0,0,0,0,0,0,0,1
2020-10-21,42,26932,530,1,4,23,253950,300,1,2,2,227,0.3322916265283253,1,0,0,3,1,94,28,645,659,15811,9268,2244.333333333333,0.6054227150849332,6,6543,0.2931112241535012,0.25,5301.538124076879,0.1010985748218527,2.462234912742078,0,8.103743193622739,1,1,36,0,0,0.586137111054895,0,1304,0.005134848848793665,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2017.333333333333,0,1,0,0,4,1,1,1,9.428953328630305,0,0,0,0,1,1,1,0,0,0,1
2020-10-22,33,61403,573,0,4,11,10377,24,3,1,0,277,0.1180545346791945,0,1,0,4,0,94,24,1961,2570,18565,34298,5116.916666666667,0.7460203411360062,4,5223,0.1788118608649819,0.1578072496898477,507.0036542930088,0.0541235854432956,0.1531880461046341,1,1.2903773028440089,1,0,16,0,0,1.8473553808036196,0,4531,0.4365966467527462,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4839.916666666667,0,1,0,0,4,1,0,0,0.1689955051788157,1,0,0,0,0,0,0,0,0,0,0
2020-10-23,24,15000,598,0,2,0,17198,48,0,3,2,186,0.380929929573318,0,0,0,4,0,97,18,539,158,284440,54716,1250.0,0.8878008955863759,5,229724,0.1744381516303941,0.1562820251040846,484.1275782983284,0.1486810551558753,0.5356735238196071,0,2.898128477003808,1,1,25,0,0,0.1923632668989351,0,697,0.04052561195418338,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1064.0,0,1,1,0,5,1,1,0,1.1464569028731417,1,1,0,0,0,0,0,0,1,0,0
2020-10-24,50,40953,616,0,1,28,146759,300,1,4,2,309,0.2141853894886486,2,3,0,3,0,97,15,1602,3399,27376,28054,3412.75,0.8955103383048204,7,2791,0.2499741384696173,0.2468897030008376,3026.162890459624,0.0905162943976565,0.976979242902856,0,3.102064655271186,1,1,49,0,0,1.0247287869379407,0,5001,0.03407604251839738,1,1,1,0,0,0,0,0,0,1,1,0,0,0,3103.75,0,1,1,0,3,0,1,1,3.5835083264150023,0,2,0,0,0,0,0,0,0,0,1
2020-10-24,47,68921,482,0,0,23,52162,84,2,4,0,498,0.3688590722143244,2,0,0,2,0,100,11,1227,277,26902,9082,5743.416666666667,0.6977894048880612,1,17820,0.244715532177571,0.25,1320.3055514496698,0.0866928756908882,0.3165344119274663,0,3.0265064011654985,0,0,1,0,0,0.33758316916329034,0,1504,0.028832697505894983,1,1,0,0,0,0,0,0,0,1,0,1,0,1,5245.416666666667,0,1,1,1,2,0,1,0,0.756826557557819,0,1,0,0,0,0,1,0,0,0,0
2020-10-26,38,42550,600,0,1,16,30191,60,1,0,0,216,0.3450571574828757,5,3,0,2,0,95,25,984,2035,122599,89271,3545.833333333333,0.5302576857324576,5,33328,0.177578833066902,0.1693422866889305,749.2568262180263,0.0608993938254781,0.2721460907526976,1,2.421394378026192,1,1,25,0,0,0.7281484502446982,0,3019,0.09999337572866984,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3329.833333333333,0,0,0,0,3,0,1,0,0.7095250405395878,0,1,0,0,0,0,1,0,0,0,1
2020-10-29,62,25697,623,0,3,39,20767,48,1,3,1,93,0.1015816886970892,1,0,0,0,0,93,5,2886,809,60066,61526,2141.4166666666665,0.8597197096930649,5,4869,0.1619852921548759,0.1794582454141559,609.4428801244712,0.043408922945272,0.3278740737287975,0,2.7207320357076683,1,1,25,0,0,1.0242895433432666,0,3695,0.17791795069337443,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2048.4166666666665,0,1,1,0,1,0,1,0,0.8081173632189276,0,1,0,0,0,0,0,0,0,0,1
2020-10-29,27,68646,489,0,1,7,43537,84,2,0,2,1132,0.4263749110199983,3,1,0,2,0,97,9,4312,618,168078,26729,5720.5,0.8998412529713864,6,141349,0.2411703473497402,0.2043651115093033,978.2668522987838,0.1978502141046928,0.3688310499517231,1,2.8999564846487518,1,1,36,0,0,0.1590264101999655,0,4930,0.11323441591253618,1,1,0,0,0,0,0,0,0,1,1,0,0,1,4588.5,0,0,0,0,3,0,1,0,0.6342156248634317,0,1,0,0,0,0,0,0,1,0,0
2020-10-29,21,30888,570,0,1,0,12336,12,2,1,0,299,0.0749688843452425,2,1,0,4,0,94,14,1384,481,217884,14464,2574.0,0.5395430191082801,4,203420,0.1763550895390178,0.1741886863024731,1127.5554483604783,0.1161165048543689,0.554002115868147,1,2.6885212476990628,1,0,16,0,0,0.06638364274732084,0,1865,0.15117127340520387,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2275.0,0,1,0,1,3,0,0,0,0.3993654699083816,1,1,0,0,0,0,1,0,1,0,0
2020-10-30,31,27591,563,0,3,13,179563,300,0,1,2,322,0.2708922554659402,4,1,0,3,0,94,27,1443,170,184526,59557,2299.25,0.7560690916908811,3,124969,0.2765245717423309,0.25,3748.612286566713,0.1399847842625801,1.7696390768684762,0,4.831248882754543,1,0,9,0,0,0.32275493559208135,0,1613,0.008982869617517987,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1977.25,0,1,0,0,1,0,1,1,6.507792113656132,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,39,47383,586,0,0,17,158101,360,2,2,2,320,0.4288018265956603,5,1,0,3,0,100,12,2362,305,36390,29224,3948.5833333333335,0.8618479419320406,7,7166,0.2849927489183347,0.25,3295.739669345013,0.0810212047684354,0.9154737004354924,0,3.256797089925254,1,1,49,0,0,0.8030557005853095,0,2667,0.016868856813955547,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3628.5833333333335,0,1,0,1,2,0,1,1,3.3365904102650683,0,1,0,0,0,0,0,0,0,0,0
2020-11-01,42,300000,588,1,4,23,277428,360,2,2,2,929,0.0631256273365598,5,0,0,3,0,99,10,7255,670,7925,57432,25000.0,0.8329197204551458,3,7721,0.284133330080894,0.25,5783.204818356926,0.0371585136594536,0.2684774536361315,1,0.5797255654958122,1,0,9,0,0,7.246025738077214,0,7925,0.028565867302985628,1,1,0,0,0,0,0,0,0,1,1,0,0,1,24071.0,0,1,0,1,4,1,1,1,0.9247569174769418,0,1,0,0,0,0,0,0,0,0,0
2020-11-02,37,112751,638,0,4,12,19088,36,1,0,2,1017,0.0365879986341676,0,1,0,0,0,95,9,9869,4663,14532,16133,9395.916666666666,0.7025820600547391,6,5644,0.1504642168829752,0.1603219391986112,671.3808747276953,0.1082269893493433,0.1796739222682293,1,1.888664937641764,1,1,36,0,0,1.1100942682171608,0,14532,0.7612761276127613,1,1,0,0,0,0,0,0,0,1,1,0,0,1,8378.916666666666,0,0,0,0,4,1,0,0,0.1692918972612459,0,1,0,0,0,0,0,0,0,0,1
2020-11-03,44,90212,607,0,3,20,37544,48,0,3,0,254,0.2508663967278091,1,0,0,0,0,100,21,7333,5781,64434,14056,7517.666666666667,0.7502723892023877,5,50378,0.1701333238731334,0.1774664331387766,1097.8907592217934,0.0337825855648164,0.17980458758935,1,0.0,1,1,25,0,0,0.21814231395980446,0,13114,0.3492875216406978,1,1,0,0,0,0,0,0,0,1,0,1,0,1,7263.666666666667,0,1,1,0,1,0,1,0,0.4161706184252824,0,1,0,0,0,0,0,0,0,0,0
2020-11-04,24,45726,551,0,3,1,31527,60,0,1,2,184,0.1843680068543272,2,0,0,0,0,99,2,495,101,179860,3991,3810.5,0.7384580655426345,3,175869,0.2020896578297187,0.1877326451609502,813.8995247914203,0.0482749573658664,0.2618128098626315,0,2.043011537872665,1,0,9,0,0,0.022189357337054724,0,596,0.018903831514843948,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3626.5,0,1,0,0,1,0,1,0,0.6894613685568701,0,1,0,0,0,0,0,0,1,0,0
2020-11-04,57,49505,427,0,3,31,22989,60,3,0,0,234,0.3927884520137314,5,0,0,2,0,98,9,2265,5974,23429,105099,4125.416666666667,0.8334951623552658,4,4345,0.2640107036544393,0.25,674.757573102044,0.0567077973221317,0.2202292319248849,1,2.5186326400265737,1,0,16,0,0,4.4856594110115235,0,8239,0.3583732057416268,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3891.416666666667,0,0,0,0,1,0,1,0,0.46436795539934556,0,1,0,0,0,0,0,0,0,0,0
2020-11-04,39,15843,550,1,4,18,10697,24,1,1,0,128,0.3286848065949616,3,3,0,1,0,94,15,198,325,90739,79413,1320.25,0.7857689758175642,4,11326,0.1903194530217728,0.1766373811736003,532.3017513189146,0.0968779564806054,0.4997553463151671,0,3.191684915125232,1,0,16,0,0,0.875170817720961,0,523,0.048887642550009346,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1192.25,0,1,0,0,4,1,0,0,0.6751451653622823,1,2,0,0,0,0,0,0,0,0,1
2020-11-05,53,31304,573,0,3,27,34539,48,1,1,2,142,0.3065405651182082,1,0,0,0,0,90,24,3084,803,39660,11621,2608.6666666666665,0.8554635081090285,6,28039,0.1871124683379251,0.176700384783015,1008.637631288298,0.0544130795759356,0.4409136408053256,1,2.8006358928164468,1,1,36,0,0,0.29300824487531835,0,3887,0.11253618992472496,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2466.6666666666665,0,1,0,0,1,0,1,0,1.1033061811212266,0,0,0,0,0,0,0,0,0,0,1
2020-11-08,44,30953,598,0,1,20,17930,36,0,0,1,258,0.2460175884934881,4,1,0,0,0,94,19,3480,136,304087,25258,2579.4166666666665,0.9450355836541998,4,278829,0.1704485715843731,0.1797448864620447,647.9830114118146,0.099983852736961,0.3510995038573155,1,2.3429668306128537,1,0,16,0,0,0.08306148220252033,0,3616,0.20166192627293514,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2321.4166666666665,0,0,0,0,3,0,0,0,0.5792466240227434,0,1,0,0,0,0,0,0,0,0,0
2020-11-10,45,15000,515,0,3,23,15543,24,1,0,3,168,0.3738883776990145,3,1,0,1,0,95,16,485,1232,34157,42842,1250.0,0.8987472513276401,6,8432,0.2079128574977643,0.1965650508480231,788.4677333860883,0.1342925659472422,0.764562536679527,0,3.896688806728168,1,1,36,0,0,1.2542303413548803,0,1717,0.11046062789500773,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1082.0,0,0,0,0,1,0,0,0,1.0361309246050263,1,1,0,0,0,0,0,0,0,0,1
2020-11-11,46,24070,582,0,1,21,12667,12,1,5,1,341,0.2818805685963292,4,3,0,1,0,93,1,1117,564,134817,41273,2005.8333333333333,0.7409120767684467,6,93544,0.1703617086019146,0.1524241387127612,1144.7514972778142,0.1699194419068183,0.7403462323450615,0,3.3686702973335194,1,1,36,0,0,0.3061386461748431,0,1681,0.1326965582570256,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1664.8333333333333,0,1,1,0,3,0,0,0,0.5262348884549873,1,2,0,0,0,0,0,0,0,0,1
2020-11-16,45,15000,596,0,0,25,79534,360,1,3,1,555,0.0897424845670367,2,1,0,3,0,97,21,108,1027,52183,29403,1250.0,0.7911963325317348,7,22780,0.2798209881138331,0.25,1657.9487723776972,0.4436450839328537,1.7689438628119083,0,4.267500082923597,1,1,49,0,1,0.5634485666104553,0,1135,0.014270446973030742,1,1,0,0,0,0,0,0,0,1,0,0,0,0,695.0,1,1,1,0,2,0,1,0,5.301913205786281,0,3,1,0,0,0,0,0,0,0,1
2020-11-17,47,56681,640,0,1,26,25500,36,0,0,1,212,0.1929848963907008,1,2,0,0,0,90,18,7825,3689,80812,13671,4723.416666666667,0.8039859657740827,4,67141,0.1495366182365159,0.1420668525629461,874.0915687841284,0.0448732647769565,0.2298890308399545,0,1.6944683438165653,1,0,16,0,0,0.1691683268781013,0,11514,0.45151170542331676,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4511.416666666667,0,0,0,0,3,0,0,0,0.44987826823330157,0,1,0,0,0,0,0,0,0,0,0
2020-11-20,55,78678,550,0,3,34,7843,60,0,2,0,598,0.2999060412200414,3,4,0,1,0,100,25,8349,5739,36174,16006,6556.5,0.8236772635448648,4,20168,0.202241876046829,0.1976768643096924,206.77902282010888,0.0911932901258101,0.1227264998581942,0,0.8731375850610007,1,0,16,0,0,0.4424602626123013,0,14088,1.7960224375318714,1,0,1,0,0,0,0,0,0,1,0,1,0,1,5958.5,0,1,0,0,1,0,1,0,0.09968352419324089,1,1,0,0,0,0,0,0,0,0,0
2020-11-20,42,101649,623,0,1,21,306337,360,1,1,3,772,0.3793444551421811,6,1,0,3,0,95,5,16756,1020,83972,22082,8470.75,0.5736702994350366,5,61890,0.2666581110866259,0.25,6385.835656245965,0.0911263906512822,0.8449063837159931,0,2.079027599311535,1,1,25,0,0,0.26296547699855904,0,17776,0.05802740763470415,1,1,0,0,1,0,0,0,0,1,0,0,1,1,7698.75,0,1,0,0,3,0,1,1,3.013644859813084,0,1,0,0,0,0,1,0,0,0,1
2020-11-22,48,67449,602,0,3,28,21792,60,1,1,2,473,0.1333374647275865,2,1,0,0,0,99,7,15565,1051,16616,15052,5620.75,0.9512079987396782,6,1564,0.1764973360240739,0.1965824912313511,573.2186743243223,0.0841375016676301,0.1861019565658953,1,1.791275492326227,1,1,36,0,0,0.9058193416380815,0,16616,0.7624466571834992,1,1,0,0,0,0,0,0,0,1,1,0,0,1,5147.75,0,1,0,0,1,0,1,0,0.3230837657524092,0,1,0,0,0,0,0,0,0,0,1
2020-11-24,38,25701,571,0,1,13,13424,60,0,1,0,105,0.1114276663419089,5,3,0,0,1,99,1,394,267,16270,145273,2141.75,0.965105687459172,4,3555,0.1918762184798442,0.1979454345673602,354.1210162425918,0.0490024501225061,0.2142671876059231,0,2.9533215302395286,1,0,16,0,0,8.928338762214985,0,661,0.049236499068901304,1,1,1,0,0,0,0,0,0,1,0,1,0,0,2036.75,0,1,0,0,3,0,1,0,0.5222939849038986,0,2,0,0,1,1,0,0,0,0,0
2020-11-26,57,24908,691,1,4,35,190390,360,2,0,3,111,0.1042138210787987,1,4,0,3,0,93,17,3159,1170,22576,19171,2075.6666666666665,0.8977491375861886,5,3405,0.2325392087828286,0.2252188435060642,3577.715240972596,0.0534510433386837,1.7762673712548618,0,5.012892350415776,1,1,25,0,0,0.8491385037870399,0,4329,0.02273741931078675,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1964.6666666666665,0,0,0,0,4,1,1,1,7.643422056284877,0,2,0,0,0,0,0,0,0,0,0
2020-11-27,31,15000,543,0,3,8,80616,180,1,1,0,181,0.3958760692717571,4,2,0,3,0,91,15,3925,458,111312,18771,1250.0,0.7360220331311313,1,92541,0.2463243662060922,0.25,1721.577993780342,0.1446842525979216,1.520845718449514,0,4.06514309882444,0,0,1,0,0,0.16863259457565602,0,4383,0.05436818537033132,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1069.0,0,1,0,0,1,0,1,0,5.374041730551297,0,1,0,0,0,0,0,0,0,0,1
2020-11-29,61,4671,554,2,4,40,11250,24,1,0,0,100,0.3001915923670577,3,2,0,0,0,95,8,200,958,42346,15781,389.25,0.9191611953045612,7,26565,0.1883320530731427,0.19952904483514,572.3189840659467,0.25624599615631,1.7227904780677683,1,5.051644614452088,1,1,49,0,0,0.37265922025172976,0,1158,0.10292418451693183,1,1,0,0,0,0,0,0,0,1,0,1,0,0,289.25,1,0,0,0,4,1,0,0,2.4079623287671232,0,2,0,0,0,0,0,0,0,0,1
2020-11-30,39,4472,616,2,1,20,24881,36,1,1,3,174,0.3701033185850772,2,1,1,1,0,98,14,753,1001,6359,6992,372.6666666666667,0.8550648231626929,4,1108,0.1615304749823686,0.1867085375652662,907.9031659988284,0.4656556645851917,2.8953697573563657,0,9.239284436142812,1,0,16,0,1,1.09937106918239,0,1754,0.07049272566513946,1,1,0,0,0,0,0,0,0,1,0,0,1,0,198.66666666666669,1,1,0,0,3,0,0,0,5.56248602727476,1,3,1,1,0,1,0,0,0,0,1
2020-12-01,22,33403,546,0,3,0,19746,36,1,4,2,208,0.2261458288914947,5,2,0,1,0,97,8,1212,114,60961,50510,2783.583333333333,0.6055202267167002,8,10451,0.1964726892150143,0.1962054232743483,730.0199266920432,0.0746969923686966,0.3368618620471201,1,2.579303437510346,1,1,64,0,0,0.8285489321216496,0,1326,0.06714944042132982,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2575.583333333333,0,1,1,0,1,0,0,0,0.59112681116034,1,1,0,0,0,0,1,0,1,0,1
2020-12-01,41,27699,579,0,0,22,10081,12,1,5,3,210,0.2939465654502572,2,1,0,4,0,100,16,3400,2053,13152,3926,2308.25,0.8188098303637895,1,9226,0.1718046267336606,0.1553013657192612,912.4177803024062,0.0909386164339071,0.4860529523881807,1,2.5494865477132893,0,0,1,0,0,0.29848703717783015,0,5453,0.5408649077563975,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2098.25,0,1,1,0,2,0,0,0,0.3639350180505415,1,1,0,0,0,0,0,0,0,0,1
2020-12-02,31,50616,473,0,3,9,190177,300,1,4,0,221,0.3840633475779348,2,1,0,3,0,98,12,241,2515,141883,30990,4218.0,0.5842098322965126,7,110893,0.3215389289386713,0.25,3970.1934074525248,0.052382081061863,0.9934091982584796,0,4.071992510055981,1,1,49,0,0,0.21841786247920836,0,2756,0.014491686735584557,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3997.0,0,1,1,0,1,0,1,1,3.7571764426971175,0,1,0,0,0,0,1,0,0,0,1
2020-12-03,50,45570,614,0,1,30,112928,180,0,5,2,348,0.5187628052927378,4,0,0,3,0,98,24,14619,604,99821,5903,3797.5,0.8311049802889013,7,93918,0.2109086286454088,0.2192848135687133,2146.0337110663745,0.0916151112281163,0.656583838637982,0,3.764275777742911,1,1,49,0,0,0.0591352607641602,0,15223,0.13480151245472818,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3449.5,0,1,1,0,3,0,1,1,2.478067191854469,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,32,41266,609,0,1,6,13688,48,1,0,0,187,0.3214697257718313,5,0,0,1,0,94,7,1924,1124,13888,34521,3438.833333333333,0.9336319349619646,9,1329,0.1688810869673988,0.1678856702118558,393.47210615928753,0.054363098987354,0.1687500672007231,1,1.5490469883196063,1,1,81,0,0,2.4854921160630714,0,3048,0.22266053035283803,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3251.833333333333,0,0,0,0,3,0,1,0,0.33169360505973294,1,1,0,0,0,0,0,0,0,0,1
