ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilisationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,DebtToIncomeRatio,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2021-04-03,44,58468,639,Employed,Bachelor,22,188968,240,Divorced,5,Rent,708,0.1577701848267001,1,2,0,Home,0,100,10,1024,891,25721,20592,4872.333333333333,0.7142134973457219,5,5129,0.21853733456485622,0.2458560375736913,3901.592439475979,0.14528043775649796,0.9458808015340586,1,3.5951394873018376
2021-04-03,45,15439,508,Employed,Bachelor,22,20537,60,Divorced,5,Rent,238,0.16620201239604027,4,0,0,Education,0,96,23,991,1845,195139,51376,1286.5833333333333,0.5095764219157944,4,143763,0.22348250802693956,0.22959444083938244,578.4692734037666,0.18484240502232865,0.6341098492554009,1,3.3942084628980322
2021-04-04,52,15000,523,Employed,High School,30,5888,24,Divorced,1,Other,200,0.5179906024846761,10,1,0,Debt Consolidation,0,100,5,72,731,47886,49326,1250.0,0.8630410385344072,7,7915,0.20367021037073615,0.18453886980182838,295.24602157316775,0.15987210231814547,0.3958801131679998,1,2.7521831194311557
2021-04-06,42,34717,508,Employed,Master,17,9107,24,Single,0,Mortgage,337,0.1987987442815781,1,2,0,Debt Consolidation,0,94,19,1381,1149,9898,20341,2893.0833333333335,0.7611463061965286,11,9159,0.21127922710679592,0.23793992715278378,480.5612097937557,0.1164444700394483,0.28249401127372137,1,2.561624022449619
2021-04-07,36,10220,580,Unemployed,High School,17,19601,60,Single,2,Mortgage,176,0.09093843282690998,0,2,0,Auto,0,100,9,2614,275,76222,37365,851.6666666666666,0.7931846130325224,4,38857,0.18747084672020728,0.1744036298582539,491.78850212595955,0.20641125879593433,0.7831765075754021,0,3.077835810219909
2021-04-07,37,74150,607,Employed,Associate,14,209380,300,Single,3,Rent,609,0.17486641595819044,5,2,0,Home,0,100,29,1872,187,44247,6278,6179.166666666667,0.8434231328011369,1,37969,0.25456297770946684,0.25,4371.081127856732,0.09854103179525903,0.8058166383630535,1,2.9500447350597745
2021-04-07,39,84175,596,Employed,High School,20,6808,12,Single,1,Rent,664,0.23296455758301274,2,2,0,Debt Consolidation,0,100,26,5243,720,438540,19975,7014.583333333333,0.8011425136612053,6,418565,0.16320650013637075,0.1595061865251538,617.536600442498,0.09464644184969176,0.18266999899402492,1,1.2837078816329495
2021-04-07,39,24938,488,Employed,Associate,15,9702,24,Married,4,Mortgage,176,0.19212189632641707,3,0,0,Other,0,99,22,766,250,45399,19477,2078.1666666666665,0.8208176693584855,10,25922,0.22129504759875632,0.24254750237647957,514.1898038274029,0.08464929859719439,0.3319550158688912,1,2.4942606504959026
2021-04-08,48,102481,510,Employed,High School,26,21414,24,Divorced,1,Mortgage,1054,0.5416519694607691,3,1,0,Auto,0,98,21,2264,1494,139062,5436,8540.083333333334,0.9402333329545866,5,133626,0.2104929617225124,0.21077932536144384,1101.192202172417,0.12340354951069828,0.25233241710232895,1,2.518138451499258
2021-04-08,40,28396,588,Employed,Associate,17,11643,24,Single,2,Mortgage,240,0.355240126029575,5,1,0,Debt Consolidation,0,94,16,3915,527,40295,14834,2366.3333333333335,0.9269330719450617,8,25461,0.1713406365762164,0.20416096930501984,594.9491960471,0.10137989298789073,0.3526960839399183,0,1.9867399189080364
2021-04-11,48,67359,643,Employed,Associate,27,15587,36,Single,2,Mortgage,306,0.2300535905529092,3,0,0,Auto,0,92,23,1236,2492,12039,160997,5613.25,0.6899185851831041,3,7360,0.14791356416661466,0.16100183908996046,548.7639348631704,0.05450416351249054,0.15224899761556226,1,0.0
2021-04-11,39,53878,650,Employed,Doctorate,14,13883,60,Married,1,Other,495,0.20696167247777714,3,2,0,Education,0,98,29,3769,1359,80705,34156,4489.833333333333,0.8049241175536636,6,46549,0.1523846230942454,0.13739178555210793,321.1589458313167,0.11022453145295974,0.18173886342504733,1,1.9315957712499032
2021-04-11,40,35824,520,Employed,High School,15,11086,24,Single,1,Rent,286,0.4024534667177775,4,1,0,Debt Consolidation,0,94,12,2545,2192,82556,19934,2985.3333333333335,0.545238950314295,5,62622,0.2053283821324431,0.25,591.6766739929996,0.09576961714477061,0.29389775889931896,1,1.8873686082838759
2021-04-11,18,85257,552,Employed,High School,0,175983,180,Married,1,Rent,817,0.31968963854840027,4,1,0,Home,1,94,26,1898,1198,151812,7400,7104.75,0.8406922428708737,7,144412,0.24201953709019922,0.23628311169791882,3571.9624399166332,0.11497730711043873,0.6176635034889537,0,2.9977294417266753
2021-04-14,50,35386,622,Employed,High School,28,17303,60,Single,3,Mortgage,237,0.05742203790470403,5,0,0,Education,0,92,17,2157,878,10791,125372,2948.8333333333335,0.863215570398203,3,8930,0.16643967324190823,0.1596384908791361,420.4430559213761,0.08034352223289451,0.22287464464253665,1,2.3801428044712654
2021-04-21,44,22059,537,Employed,Bachelor,20,234873,180,Divorced,0,Other,242,0.13363313082930248,7,0,0,Home,0,95,8,452,597,98101,60405,1838.25,0.8555374525404453,4,37696,0.2495917011197807,0.25,5015.780839202767,0.13157537039554165,2.8586547990772146,0,7.049099129153997
2021-04-22,51,41413,505,Employed,High School,30,16508,72,Married,2,Rent,283,0.04437926243268664,1,1,0,Auto,0,100,23,3642,1016,91958,42464,3451.0833333333335,0.4663011557555924,4,49494,0.22892791524143194,0.21336056772522127,408.30132455719246,0.08197948098974049,0.2002562678258614,1,2.5305802923690766
2021-04-23,18,39485,620,Employed,Master,0,18461,120,Married,2,Mortgage,400,0.4497319486075511,3,0,0,Education,0,99,13,553,2731,84847,14434,3290.4166666666665,0.8070505811136877,0,70413,0.18745586746113754,0.22070448547457944,382.4689970752621,0.121528217332962,0.23773015583216817,1,1.8789668744727457
2021-04-25,65,300000,555,Employed,Bachelor,39,246246,240,Single,2,Mortgage,802,0.21654032654204752,3,0,0,Home,0,93,21,6367,7349,13716,2322,25000.0,0.9606524997859439,10,11394,0.2606035225940548,0.25,5166.773583527666,0.03207871685132595,0.23874139368535924,1,1.8522865381721383
2021-04-25,38,73943,479,Employed,Bachelor,13,27727,36,Divorced,4,Rent,430,0.45241247233266213,5,0,0,Education,0,94,22,2997,379,166081,84244,6161.916666666667,0.9035296174840493,3,81837,0.23005754950298885,0.25,1102.4206927641144,0.06977215874518287,0.24865186009288584,1,2.1668075315647943
2021-04-26,53,42485,653,Employed,Bachelor,32,118407,240,Married,2,Mortgage,405,0.24304595598715079,3,0,0,Home,1,91,15,6748,727,20342,87833,3540.4166666666665,0.8243795413844626,2,9589,0.21142047289167928,0.2158605398016477,2159.8831326866753,0.11436101371861544,0.7242534200588301,1,3.9598047812681756
2021-04-26,27,22034,549,Employed,High School,4,13548,36,Married,2,Rent,136,0.3119051564074327,3,1,0,Debt Consolidation,0,98,9,1322,417,148066,21757,1836.1666666666667,0.9051411007098069,5,126309,0.1948785170057116,0.20020294508213315,503.6323326714786,0.07402703438265444,0.348162387374478,1,1.6178147728783228
2021-04-27,47,15713,478,Employed,High School,27,152961,360,Widowed,2,Mortgage,486,0.31946035590821803,4,0,0,Home,0,97,1,2323,2828,334862,5914,1309.4166666666667,0.8511670912647206,6,328948,0.33898448620087834,0.25,3188.592327453227,0.3708744038155803,2.8041404088673274,0,7.3580516295242075
2021-04-27,27,20532,506,Employed,Associate,3,11449,48,Married,2,Mortgage,214,0.10186512620302256,5,1,0,Debt Consolidation,0,97,15,1866,283,133747,31610,1711.0,0.8105074008476943,2,102137,0.22033643625224555,0.1971610056913176,346.66779107216513,0.125,0.32749286861691884,0,3.223374858363355
2021-04-29,32,51142,578,Employed,Bachelor,9,28443,36,Married,0,Mortgage,365,0.4326909062967663,2,0,0,Education,0,95,27,4618,367,77394,17847,4261.833333333333,0.9121798610118712,6,59547,0.18056392313025088,0.18531989123262455,1035.889135300172,0.08562380263518005,0.32862864338276704,0,2.8837004459915203
2021-05-01,62,105751,611,Employed,High School,43,12979,12,Single,3,Own,1125,0.13214214296529303,3,3,1,Other,0,98,3,3960,3147,50073,107558,8812.583333333334,0.8676641492974818,11,5763,0.15586779124756453,0.16071117472898416,1178.0326466163337,0.12764388302147253,0.26130491532384675,0,2.0854968597885484
2021-05-04,37,88996,608,Employed,High School,17,11817,36,Married,0,Own,494,0.2533450688767064,2,1,0,Other,0,96,15,12892,2808,69737,21568,7416.333333333333,0.9354260561590048,7,48169,0.1653443447679764,0.16650155840361075,419.2536762767892,0.06660075498831566,0.12312425978924894,1,1.2120674647139622
2021-05-04,42,10224,542,Unemployed,Doctorate,20,82509,240,Divorced,2,Mortgage,256,0.43123745093928295,5,1,0,Home,0,99,29,626,305,21514,19479,852.0,0.9230126221449642,7,2035,0.2668301686942746,0.25,1731.2172445574108,0.30011723329425555,2.329680239809391,0,7.176191708185745
2021-05-04,50,36622,575,Employed,High School,28,153352,300,Single,2,Rent,404,0.19323616036472677,3,2,0,Home,0,93,11,338,564,92199,13722,3051.8333333333335,0.7465477669208367,4,78477,0.2704851244331105,0.25,3201.423407770969,0.13233608123601026,1.181008923220277,0,3.7858542548061087
2021-05-06,45,69113,556,Employed,Master,25,21012,48,Divorced,0,Own,913,0.3733343852575539,5,0,0,Debt Consolidation,0,99,29,2909,3427,50660,15575,5759.416666666667,0.9057627576529249,5,35085,0.1954882241431984,0.1842868698992317,621.9442977392574,0.15849547920433996,0.26646410955328875,1,0.5409382182201246
2021-05-06,41,37823,489,Employed,Bachelor,18,26761,60,Married,0,Own,214,0.5445011515326442,4,2,0,Education,0,98,9,3106,309,18821,7296,3151.9166666666665,0.8454901752922893,5,11525,0.23304868456246622,0.25,785.4707648781504,0.06787366195321792,0.3169987889133819,1,3.3664851869160857
2021-05-08,44,140947,565,Self-Employed,High School,21,200171,240,Married,0,Mortgage,540,0.39768472998030485,4,1,0,Home,0,98,19,1475,1924,22826,61756,11745.583333333334,0.8838295269530155,10,7727,0.25555173306898554,0.25,4200.020446985195,0.045970814208386834,0.4035233320598354,0,1.5735235939253904
2021-05-08,68,50128,613,Employed,High School,46,211936,300,Married,0,Own,260,0.4548637900229765,4,0,0,Home,0,96,22,1079,570,57802,6149,4177.333333333333,0.7515212687644758,2,51653,0.25156601108491977,0.25,4424.440968160494,0.06222576785001995,1.1211266776610675,0,2.6383089194202993
2021-05-08,39,40052,544,Employed,High School,18,27060,84,Single,3,Mortgage,245,0.49585428038576723,1,1,0,Education,0,100,26,610,2296,16029,19454,3337.6666666666665,0.8582874005871641,0,4229,0.21355146221398924,0.22110444836547546,635.7527994527723,0.07338258785942492,0.26380375382970417,1,1.568146025991778
2021-05-08,42,15248,547,Self-Employed,Bachelor,17,5975,36,Single,3,Mortgage,371,0.17488665095724068,4,1,0,Other,0,94,18,1964,437,62825,30651,1270.6666666666667,0.8135595338446027,5,32174,0.19567387668170316,0.2344783879531425,232.68755326250377,0.291743119266055,0.4747215359862415,0,3.4426195688272347
2021-05-11,52,50790,567,Employed,Bachelor,26,16883,24,Single,0,Mortgage,1075,0.21024383082864198,8,1,0,Other,0,100,25,14121,336,208311,4399,4232.5,0.8575685328929246,5,203912,0.18193353042672558,0.19755612284947527,857.2595542269069,0.2539270107476084,0.4564212954356695,1,2.0904467551460564
2021-05-12,53,90277,641,Employed,Bachelor,31,157207,240,Married,0,Other,757,0.07916505311810053,4,0,0,Home,0,98,21,3820,660,72411,12494,7523.083333333333,0.8670917969230323,4,59917,0.21749133126206693,0.20320678693349176,2710.2959128091784,0.1006102626012028,0.46082635707240244,1,0.13056418369636935
2021-05-12,54,32674,590,Employed,Master,33,14344,36,Divorced,3,Own,231,0.5162213363336525,4,0,0,Auto,0,100,24,2901,4084,49560,26115,2722.8333333333335,0.8160544805410231,4,23445,0.17439278918210388,0.17246823131291103,513.1664752139028,0.08480695098819066,0.2732055835087448,1,2.8804982693764023
2021-05-13,47,33930,545,Employed,Bachelor,24,108977,300,Married,0,Rent,201,0.17271421168846482,4,3,0,Home,0,100,18,2935,1924,27529,20658,2827.5,0.6545148608151301,2,6871,0.2853997253264943,0.25,2275.037291386202,0.07106240056567086,0.8753888249553481,0,3.5657296285543008
2021-05-13,26,63840,580,Employed,High School,4,19095,48,Married,5,Own,681,0.2576975902384558,5,1,0,Auto,0,99,27,15757,2843,90711,21528,5320.0,0.7382804517421168,1,69183,0.18346430854200466,0.14705135592078344,528.5783985087711,0.12798346175530914,0.2273216309920637,1,1.1379275803048252
2021-05-13,59,19760,573,Employed,High School,37,6141,48,Single,0,Mortgage,482,0.17549126894571623,3,2,0,Debt Consolidation,1,100,24,537,384,13603,5482,1646.6666666666667,0.6991271396497584,5,8121,0.1866807264252502,0.23996972210777787,200.19759300525092,0.29253489783532266,0.414038595795216,0,4.574545204635237
2021-05-15,26,87292,436,Employed,Master,2,26705,12,Married,2,Other,1505,0.38747404903038546,2,3,0,Debt Consolidation,1,99,28,3656,7575,54048,6353,7274.333333333333,0.972319137450874,7,47695,0.24354816088456097,0.23582741459817005,2519.8246188105136,0.2068633739576652,0.5532151496578183,1,3.8642390510873543
2021-05-15,43,39165,570,Employed,High School,24,12356,48,Married,1,Rent,488,0.47876292901551515,4,0,0,Auto,0,99,21,1453,249,68396,41074,3263.75,0.9056903154214881,5,27322,0.18835549449577604,0.17647174809512595,360.68343387381526,0.1494754575388621,0.2599535749670925,1,1.821733493747188
2021-05-15,30,33039,570,Employed,High School,5,174914,240,Married,0,Rent,409,0.3573478027986875,2,2,0,Home,0,98,3,1859,1346,31706,58469,2753.25,0.818935983551315,2,3363,0.25301801385515565,0.25,3670.073969076282,0.14849777616411,1.481010790260972,0,4.536392456197647
2021-05-16,39,23796,620,Employed,Bachelor,16,20323,60,Divorced,0,Rent,254,0.29198923154847867,4,1,0,Auto,0,98,13,15195,293,78861,69818,1983.0,0.8652328597741279,4,9043,0.1674798894331784,0.13310363489728283,465.64599251315775,0.1280241935483871,0.3627247946134868,0,2.2476904377161193
2021-05-16,43,64105,645,Employed,Associate,21,12521,12,Divorced,2,Mortgage,442,0.26355621830375564,2,1,0,Other,0,100,6,3450,959,419234,20901,5342.083333333333,0.8900911109565477,1,398333,0.13885881059407632,0.1456539509550543,1127.558154648678,0.08272377060685934,0.29375513289430477,1,1.5598988874511148
2021-05-17,43,37932,660,Unemployed,Master,21,170958,240,Married,1,Mortgage,185,0.036597250398931615,4,1,0,Home,0,94,6,842,1504,99329,40187,3161.0,0.8660074271109264,7,59142,0.2080122947601636,0.24620191582734502,3534.5234505905973,0.058507273877292855,1.1763198768471212,0,2.70565989417209
2021-05-17,45,89022,578,Employed,Bachelor,23,23570,72,Divorced,2,Mortgage,622,0.14402285634381334,4,1,0,Auto,0,96,11,1464,1480,196281,4659,7418.5,0.7458187137270739,5,191622,0.192516943105461,0.21341759622983827,583.0487778427151,0.0838331423950401,0.1624164401701887,1,0.06547032226604288
2021-05-18,59,30685,591,Employed,High School,40,14987,60,Married,0,Own,267,0.24450347909834808,4,0,0,Debt Consolidation,0,98,24,5604,381,140317,6067,2557.0833333333335,0.6488993820978622,6,134250,0.18190375128997838,0.18782155311649334,386.9768087202348,0.10437502036029579,0.2556510963495722,1,2.4184043735944316
2021-05-21,45,125299,641,Employed,Master,20,16391,36,Divorced,1,Rent,427,0.26107856446961486,0,1,0,Debt Consolidation,0,94,23,2769,1466,263940,15229,10441.583333333334,0.8262955002961094,4,248711,0.1489261371724797,0.1308323288114143,552.9349139563003,0.040890265020628674,0.09384027713030463,1,0.22449751454530475
2021-05-23,37,35418,613,Employed,High School,14,7953,36,Married,1,Mortgage,231,0.18697508498821283,6,1,0,Other,0,99,9,3589,93,37369,19766,2951.5,0.8390896375569575,5,17603,0.1627453575564419,0.14399167552743103,273.3590997815582,0.07823878069432684,0.17082441990907984,1,1.6352013977042852
2021-05-25,51,115917,644,Employed,Associate,28,19127,48,Single,1,Mortgage,541,0.3495140502652746,3,0,0,Auto,0,96,17,3065,4774,8079,13926,9659.75,0.8840893340623703,5,2451,0.15146472712728457,0.14282243528671434,525.3855865353868,0.05599979297673576,0.11038331253115821,0,1.1926275164097278
2021-05-27,54,93043,597,Employed,Associate,30,35091,180,Widowed,0,Rent,1091,0.14359912238345024,1,1,0,Education,0,93,24,1368,652,44064,16022,7753.583333333333,0.5158246386468658,3,28042,0.21911643211581205,0.22402468134011574,679.4382597910704,0.14069098919993553,0.22830862519470038,1,1.8059725871790575
2021-05-28,25,24296,574,Employed,High School,5,19765,36,Single,1,Rent,122,0.25020825246557,2,1,0,Auto,0,95,17,1637,2109,22877,6367,1250.0,0.5438377211865018,7,16510,0.18247292964223405,0.18906850256559532,723.5757167547457,0.09752198241406874,0.6759198375337696,1,2.4773303113208303
2021-05-29,47,27447,633,Employed,Associate,24,9299,12,Single,2,Other,228,0.16843750569864072,0,2,0,Other,0,99,9,762,395,35307,12134,2287.25,0.7067144714783636,6,23173,0.14478444241978536,0.1340844396394329,832.3443419669491,0.09963946247132088,0.46338658012321604,1,1.6890152960124318
2021-05-29,48,83171,604,Employed,High School,26,20756,24,Single,4,Own,413,0.3471853599433205,3,0,0,Debt Consolidation,0,93,27,6642,5915,27960,5634,6930.916666666667,0.9390280837924285,3,22326,0.16348515970454172,0.14460631924692977,1001.0780471888419,0.05957948138441749,0.20399524621937298,1,0.7495985377723962
2021-05-29,36,48544,574,Employed,Associate,12,21144,36,Married,3,Rent,762,0.38762027901361484,3,0,1,Debt Consolidation,0,94,26,4174,152,97789,69081,4045.3333333333335,0.8911696288641581,3,28708,0.18248978968747667,0.1466089167375216,729.4573465741375,0.18831864239228932,0.368594780436808,1,3.6957976320000996
2021-05-31,56,29853,608,Employed,Associate,38,119042,300,Single,0,Rent,90,0.08742987833648648,3,0,0,Home,0,98,19,2690,1191,247991,7584,2487.75,0.9251334963686473,5,240407,0.2539218100128406,0.22234060985842063,2214.637673494267,0.03616273229532898,0.9260221691589219,1,3.2926200971576876
2021-06-01,38,32536,530,Employed,Bachelor,16,15386,12,Married,0,Own,291,0.10129066303102507,1,0,0,Debt Consolidation,0,93,3,1298,1678,193037,43279,2711.3333333333335,0.8455593282155369,9,149758,0.19641031956901436,0.22538564210596027,1444.0341105648795,0.10728769816885829,0.6396832163813,1,2.248313495203798
2021-06-02,41,16694,540,Employed,Master,20,12462,24,Widowed,0,Rent,85,0.24195856177442182,4,2,0,Auto,0,98,28,1776,1211,54277,20705,1391.1666666666667,0.6315214794398825,9,33572,0.1953576298834566,0.21017249048696063,640.4735694833769,0.06105590805698551,0.5211111477194135,1,2.2433167754006837
2021-06-03,37,35341,580,Employed,High School,14,148648,300,Single,0,Mortgage,193,0.16894488251557047,3,1,0,Home,0,90,28,733,147,9494,37044,2945.0833333333335,0.8139937945174084,2,9101,0.26797733577529803,0.25,3103.2212603574717,0.06551070630498118,1.1188486160803794,0,3.694192655826162
2021-06-05,40,151575,589,Employed,Associate,17,214344,180,Married,0,Rent,1118,0.1187173896710243,5,0,0,Home,0,98,14,679,1441,27652,23162,12631.25,0.9038040429615385,8,4490,0.22356883553635465,0.20761997458896883,3885.7295867432463,0.08850363157790575,0.39610754907029594,0,1.8999223637528284
2021-06-05,26,62005,573,Employed,Associate,5,19289,12,Single,0,Rent,497,0.25868208841721846,1,0,1,Debt Consolidation,0,96,15,6561,2118,14103,13545,5167.083333333333,0.7802021344216422,5,9185,0.17496683552647496,0.18576834534323056,1773.7149764021797,0.09616717996678331,0.4393727480662747,0,3.5687660011186733
2021-06-05,22,134137,483,Employed,High School,1,25666,36,Single,0,Mortgage,1062,0.5490672283344403,1,1,0,Auto,0,100,19,8261,2987,56213,14374,11178.083333333334,0.8957131504818143,9,41839,0.2280382403497741,0.23496584390462738,1000.1788343381859,0.0949988445683531,0.18446761445898388,1,1.5502541604745836
2021-06-07,59,107540,550,Self-Employed,Bachelor,37,27534,24,Married,0,Other,819,0.10618492325895532,4,0,0,Debt Consolidation,0,91,1,3049,2768,128031,57579,8961.666666666666,0.9112779306312297,4,70452,0.19055580330042415,0.17836722155657062,1372.438988064759,0.09137905385301993,0.24450747412207222,1,0.6338109157722935
2021-06-07,29,84818,617,Employed,Bachelor,8,13343,60,Divorced,1,Mortgage,434,0.12179277610994071,3,1,0,Debt Consolidation,0,95,23,1016,1135,492944,10307,7068.166666666667,0.8991673805784457,2,482637,0.16887470553114964,0.17475332625796577,335.027708339582,0.06139337498526464,0.10878619002799697,1,1.3052867853906749
2021-06-08,28,94376,396,Employed,High School,4,122889,180,Single,0,Mortgage,614,0.21554635157735733,3,1,0,Home,0,98,28,642,8544,65492,16479,7864.666666666667,0.7959655377657017,5,49013,0.31992976123131966,0.25,2624.3301339395707,0.07806077043691995,0.41170447098439256,0,2.9097679732088886
2021-06-09,18,60881,563,Self-Employed,Associate,0,6689,36,Married,0,Other,436,0.3943027400454024,3,0,0,Debt Consolidation,0,96,4,3346,15872,19218,118357,5073.416666666667,0.8577659634134367,4,10683,0.18770209228828055,0.20065652399458264,248.811023713264,0.08592120604995647,0.1349536446645619,0,1.8322423608172478
2021-06-11,32,41020,527,Employed,High School,14,191185,240,Single,2,Mortgage,319,0.2995133508136359,5,2,0,Home,1,95,15,11134,873,12566,16323,3418.3333333333335,0.9248602681251182,1,3877,0.27454025051379033,0.25,4011.474734885995,0.09329303957886527,1.2664675574827435,0,5.555587980144101
2021-06-11,24,86277,563,Employed,Bachelor,2,16659,48,Divorced,0,Other,589,0.20925248015127262,5,0,0,Auto,0,91,15,3920,2606,49887,22345,7189.75,0.9481545285267807,6,27542,0.1919301914789302,0.21467049176613406,520.0515690598629,0.08191078816535131,0.15423308682124437,0,1.1683742872591683
2021-06-12,59,143801,666,Employed,High School,39,44157,60,Single,0,Mortgage,1452,0.27084068061162625,4,1,0,Education,0,98,3,5229,2920,396974,3920,11983.416666666666,0.8658992953323418,5,393054,0.14467388234751755,0.1300892142128969,1004.909121337188,0.12115733626306385,0.20500865329313941,1,0.6878424337306107
2021-06-13,52,45744,661,Employed,Doctorate,33,16999,36,Married,0,Mortgage,338,0.5804833651687161,4,1,0,Debt Consolidation,0,100,5,2329,3171,169414,17122,3812.0,0.9327256724332212,3,152292,0.1389352421557596,0.14437620595954193,584.6051779797596,0.08864411224757408,0.2419630679202097,1,0.9772816127382604
2021-06-14,31,37296,630,Employed,Bachelor,11,16083,48,Divorced,1,Mortgage,291,0.3058064110622832,3,0,0,Auto,0,94,28,17206,1640,18846,19648,3108.0,0.8982517496668068,4,1948,0.1584213950670043,0.15370541436763438,450.6286013692416,0.09359922804760373,0.23854248998689018,1,1.8647895521352653
2021-06-14,67,56486,618,Employed,Associate,44,14804,24,Married,3,Other,329,0.4552306136387369,1,1,0,Debt Consolidation,0,97,1,6253,373,13134,16544,4707.166666666667,0.93295934974884,3,1226,0.15640068006013394,0.13268565152477102,705.6780656774514,0.06987857977273532,0.21976241261866641,1,1.432660846599576
2021-06-14,51,92589,627,Employed,Bachelor,26,30544,24,Divorced,0,Mortgage,386,0.1374184176924238,4,1,0,Debt Consolidation,0,98,16,1899,963,5207,34524,7715.75,0.8203815890525192,3,9382,0.15208173907127098,0.12820290363308157,1449.5405228706632,0.05002105808792562,0.23786445367164455,1,1.350365795749501
2021-06-15,36,75145,616,Employed,Master,13,22515,36,Divorced,1,Mortgage,573,0.08012665214694269,3,1,0,Auto,0,95,16,4033,525,117212,19257,6262.083333333333,0.8275638407192907,2,97955,0.16150549536164602,0.14781991784900597,778.0883240279411,0.09148848410660351,0.21572255263428947,1,1.1363218439412466
2021-06-17,18,18569,591,Employed,Bachelor,0,12330,84,Married,2,Rent,295,0.5726734155424706,1,0,0,Education,0,96,16,1351,5277,31506,10519,1547.4166666666667,0.7827031652675777,6,20987,0.18985496792396764,0.18597266375601504,263.48424253875953,0.19051719498412356,0.3606808519705675,1,1.4831057380525663
2021-06-17,67,171013,610,Employed,High School,44,15232,36,Married,2,Other,1259,0.2674182953304329,5,2,0,Debt Consolidation,0,93,15,3103,6197,30725,13660,14251.083333333334,0.8024988280985348,8,17065,0.16440780485153417,0.14600460688196285,525.0469228428856,0.08833796228621546,0.12517797441376774,1,0.2546070683967502
2021-06-17,23,27037,588,Employed,Associate,1,253170,360,Single,3,Rent,126,0.16683404242650637,2,0,0,Home,0,92,27,3014,286,158808,34152,2253.0833333333335,0.9631973490980245,3,124656,0.28411045510718186,0.25,5277.5277328295015,0.05589855447521165,2.397217375649895,0,5.7531281229560705
2021-06-18,20,43143,607,Employed,Master,0,17427,24,Widowed,3,Own,457,0.13053490765757592,5,0,0,Debt Consolidation,1,100,5,993,421,21688,5963,3595.25,0.9213436066841724,6,15725,0.16194145834680934,0.17038778741347607,861.9550897949182,0.12707681612791102,0.3667584538880551,1,2.7932003760541737
2021-06-18,52,33799,529,Employed,Bachelor,32,7203,24,Single,0,Mortgage,201,0.11837447179320697,3,0,0,Debt Consolidation,0,96,2,389,1451,22815,16946,2816.5833333333335,0.8138700037745338,5,5869,0.20072059792657398,0.18648413064822947,361.86404921162625,0.07133773032445062,0.19976837687555868,1,2.226719673830877
2021-06-22,69,300000,584,Employed,Bachelor,50,355850,360,Married,1,Rent,1441,0.5363222426125082,5,0,0,Home,1,98,8,9650,8131,71979,24246,25000.0,0.6617794765189291,4,47733,0.2861955668457241,0.25,7417.973076302003,0.05763769449222031,0.3543447492621096,1,2.1136993877910304
2021-06-23,56,69004,641,Employed,Master,34,21531,12,Married,2,Own,405,0.40418723747237584,3,3,0,Other,0,98,15,3317,2943,50341,83920,5750.333333333333,0.7573053601227128,6,4337,0.14099432386992022,0.15484849072465445,1948.2811312122458,0.07041845369189753,0.4091714033636686,0,1.4769984658240756
2021-06-25,46,37675,658,Employed,Master,23,127330,180,Married,4,Rent,317,0.4110337843838132,2,2,0,Home,0,94,9,1964,472,147595,103097,3139.5833333333335,0.9237072968829921,7,44498,0.18893863631853633,0.16764053986433652,1938.3615024016963,0.10093666250961869,0.7181345829814089,1,1.7346076056668167
2021-06-25,47,92619,578,Employed,Master,25,6302,48,Single,3,Own,504,0.34350224175318744,1,1,0,Other,0,93,9,2250,2414,20647,35905,7718.25,0.9284314799468482,4,2373,0.18418719524737828,0.16619340871436664,180.60573679277877,0.06529131716164135,0.0886881156579692,1,1.109479249148257
2021-06-25,50,80493,564,Employed,High School,28,32559,48,Married,0,Own,444,0.4780024101493999,4,0,0,Auto,1,95,3,2248,1726,78862,20129,6707.75,0.8354412831086516,9,58733,0.19159770995502912,0.2182500632866622,1022.7156789220213,0.06618222470653996,0.2186272672140147,0,2.586811183594941
2021-06-26,49,55932,634,Employed,Bachelor,28,30158,48,Single,0,Mortgage,180,0.5525260358228231,3,0,0,Debt Consolidation,0,97,15,9022,421,37477,73698,4661.0,0.9730770170539105,4,9133,0.1565785596662684,0.15466148728402512,846.4630888765398,0.03861003861003861,0.22017655274057052,1,1.4241882242064465
2021-06-28,43,71544,446,Employed,Bachelor,19,18855,48,Single,3,Mortgage,652,0.29736161786245624,1,1,0,Auto,1,94,24,5804,543,49496,58376,5962.0,0.9336096377879916,7,9353,0.250461146611154,0.25,625.1776525348171,0.10934093577058528,0.2141837418304238,1,3.742327010809553
